"Date","Price","Open","High","Low","Change %"
"Oct 09, 1997","327.75","333.55","327.75","327.75","-1.65%"
"Oct 08, 1997","333.25","331.25","333.25","333.25","0.54%"
"Oct 07, 1997","331.45","332.30","331.45","331.45","-0.33%"
"Oct 06, 1997","332.55","334.55","332.55","332.55","-0.69%"
"Oct 03, 1997","334.85","331.35","334.85","334.85","1.03%"
"Oct 02, 1997","331.45","333.65","331.45","331.45","-0.69%"
"Oct 01, 1997","333.75","333.65","333.75","333.75","-0.21%"
"Sep 30, 1997","334.45","328.00","334.45","334.45","1.89%"
"Sep 29, 1997","328.25","326.15","328.25","328.25","0.46%"
"Sep 26, 1997","326.75","326.65","326.75","326.75","-0.12%"
"Sep 25, 1997","327.15","323.25","327.15","327.15","1.25%"
"Sep 24, 1997","323.10","321.65","323.10","323.10","0.36%"
"Sep 23, 1997","321.95","321.15","321.95","321.95","0.22%"
"Sep 22, 1997","321.25","320.85","321.25","321.25","0.12%"
"Sep 19, 1997","320.85","320.75","320.85","320.85","0.06%"
"Sep 18, 1997","320.65","320.45","320.65","320.65","0.12%"
"Sep 17, 1997","320.25","320.75","320.25","320.25","-0.16%"
"Sep 16, 1997","320.75","322.85","320.75","320.75","-0.71%"
"Sep 15, 1997","323.05","323.60","323.05","323.05","-0.34%"
"Sep 12, 1997","324.15","324.10","324.15","324.15","-0.03%"
"Sep 11, 1997","324.25","321.65","324.25","324.25","0.78%"
"Sep 10, 1997","321.75","321.25","321.75","321.75","0.08%"
"Sep 09, 1997","321.50","321.75","321.50","321.50","-0.14%"
"Sep 08, 1997","321.95","322.50","321.95","321.95","-0.19%"
"Sep 05, 1997","322.55","321.45","322.55","322.55","0.31%"
"Sep 04, 1997","321.55","322.00","321.55","321.55","-0.14%"
"Sep 03, 1997","322.00","322.40","322.00","322.00","-0.16%"
"Sep 02, 1997","322.50","324.45","322.50","322.50","-0.63%"
"Sep 01, 1997","324.55","324.15","324.55","324.55","0.12%"
"Aug 29, 1997","324.15","324.55","324.15","324.15","0.06%"
"Aug 28, 1997","323.95","325.65","323.95","323.95","-0.46%"
"Aug 27, 1997","325.45","325.75","325.45","325.45","-0.14%"
"Aug 26, 1997","325.90","324.50","325.90","325.90","0.37%"
"Aug 25, 1997","324.70","326.25","324.70","324.70","-0.54%"
"Aug 22, 1997","326.45","323.50","326.45","326.45","0.79%"
"Aug 21, 1997","323.88","321.88","323.88","323.88","0.76%"
"Aug 20, 1997","321.45","323.00","321.45","321.45","-0.56%"
"Aug 19, 1997","323.25","321.75","323.25","323.25","0.59%"
"Aug 18, 1997","321.35","326.75","321.35","321.35","-1.44%"
"Aug 15, 1997","326.05","324.10","326.05","326.05","0.62%"
"Aug 14, 1997","324.05","327.05","324.05","324.05","-0.95%"
"Aug 13, 1997","327.15","327.25","327.15","327.15","0.03%"
"Aug 12, 1997","327.05","328.35","327.05","327.05","-0.43%"
"Aug 11, 1997","328.45","326.50","328.45","328.45","0.40%"
"Aug 08, 1997","327.15","321.55","327.15","327.15","1.62%"
"Aug 07, 1997","321.95","318.60","321.95","321.95","1.07%"
"Aug 06, 1997","318.55","320.35","318.55","318.55","-0.69%"
"Aug 05, 1997","320.75","323.85","320.75","320.75","-0.97%"
"Aug 04, 1997","323.90","324.80","323.90","323.90","-0.23%"
"Aug 01, 1997","324.65","324.65","324.65","324.65","0.03%"
"Jul 31, 1997","324.55","326.15","324.55","324.55","-0.46%"
"Jul 30, 1997","326.05","326.10","326.05","326.05","0.03%"
"Jul 29, 1997","325.95","328.00","325.95","325.95","-0.81%"
"Jul 28, 1997","328.62","325.82","328.62","328.62","0.80%"
"Jul 25, 1997","326.00","323.25","326.00","326.00","0.81%"
"Jul 24, 1997","323.38","323.18","323.38","323.38","0.09%"
"Jul 23, 1997","323.10","324.25","323.10","323.10","-0.66%"
"Jul 22, 1997","325.25","325.55","325.25","325.25","-0.09%"
"Jul 21, 1997","325.55","328.25","325.55","325.55","-1.03%"
"Jul 18, 1997","328.95","323.65","328.95","328.95","1.61%"
"Jul 17, 1997","323.75","317.85","323.75","323.75","1.79%"
"Jul 16, 1997","318.05","317.35","318.05","318.05","0.00%"
"Jul 15, 1997","318.05","319.70","318.05","318.05","-0.52%"
"Jul 14, 1997","319.70","321.45","319.70","319.70","-0.51%"
"Jul 11, 1997","321.35","319.75","321.35","321.35","0.47%"
"Jul 10, 1997","319.85","318.45","319.85","319.85","0.53%"
"Jul 09, 1997","318.15","318.75","318.15","318.15","-0.53%"
"Jul 08, 1997","319.85","317.65","319.85","319.85","0.58%"
"Jul 07, 1997","318.00","323.40","318.00","318.00","-2.00%"
"Jul 04, 1997","324.50","324.75","324.50","324.50","-0.38%"
"Jul 03, 1997","325.75","331.75","325.75","325.75","-1.69%"
"Jul 02, 1997","331.35","334.25","331.35","331.35","-0.87%"
"Jul 01, 1997","334.25","333.95","334.25","334.25","0.09%"
"Jun 30, 1997","333.95","335.00","333.95","333.95","-0.21%"
"Jun 27, 1997","334.65","338.35","334.65","334.65","-1.06%"
"Jun 26, 1997","338.25","337.35","338.25","338.25","0.27%"
"Jun 25, 1997","337.35","337.35","337.35","337.35","-0.12%"
"Jun 24, 1997","337.75","340.25","337.75","337.75","-0.59%"
"Jun 23, 1997","339.75","337.35","339.75","339.75","0.62%"
"Jun 20, 1997","337.65","340.25","337.65","337.65","-0.79%"
"Jun 19, 1997","340.35","339.25","340.35","340.35","0.32%"
"Jun 18, 1997","339.25","341.75","339.25","339.25","-0.73%"
"Jun 17, 1997","341.75","342.25","341.75","341.75","-0.26%"
"Jun 16, 1997","342.65","341.25","342.65","342.65","0.47%"
"Jun 13, 1997","341.05","341.65","341.05","341.05","-0.15%"
"Jun 12, 1997","341.55","343.65","341.55","341.55","-0.58%"
"Jun 11, 1997","343.55","344.20","343.55","343.55","-0.15%"
"Jun 10, 1997","344.05","344.15","344.05","344.05","-0.04%"
"Jun 09, 1997","344.20","343.75","344.20","344.20","0.22%"
"Jun 06, 1997","343.45","343.50","343.45","343.45","0.03%"
"Jun 05, 1997","343.35","341.45","343.35","343.35","0.62%"
"Jun 04, 1997","341.25","343.35","341.25","341.25","-0.58%"
"Jun 03, 1997","343.25","343.65","343.25","343.25","-0.07%"
"Jun 02, 1997","343.50","344.70","343.50","343.50","-0.33%"
"May 30, 1997","344.65","345.85","344.65","344.65","-0.32%"
"May 29, 1997","345.75","344.50","345.75","345.75","0.26%"
"May 28, 1997","344.85","343.95","344.85","344.85","0.23%"
"May 27, 1997","344.05","343.00","344.05","344.05","0.31%"
"May 26, 1997","343.00","342.65","343.00","343.00","0.12%"
"May 23, 1997","342.60","342.75","342.60","342.60","-0.01%"
"May 22, 1997","342.65","343.10","342.65","342.65","-0.09%"
"May 21, 1997","342.95","343.15","342.95","342.95","-0.04%"
"May 20, 1997","343.10","341.00","343.10","343.10","0.45%"
"May 19, 1997","341.55","344.45","341.55","341.55","-0.73%"
"May 16, 1997","344.05","347.25","344.05","344.05","-0.98%"
"May 15, 1997","347.45","347.35","347.45","347.45","-0.10%"
"May 14, 1997","347.80","349.25","347.80","347.80","-0.49%"
"May 13, 1997","349.50","347.55","349.50","349.50","0.53%"
"May 12, 1997","347.65","348.35","347.65","347.65","-0.11%"
"May 09, 1997","348.05","343.65","348.05","348.05","1.25%"
"May 08, 1997","343.75","341.65","343.75","343.75","0.67%"
"May 07, 1997","341.45","340.35","341.45","341.45","0.29%"
"May 06, 1997","340.45","342.75","340.45","340.45","-0.70%"
"May 05, 1997","342.85","340.25","342.85","342.85","0.76%"
"May 02, 1997","340.25","340.35","340.25","340.25","-0.06%"
"May 01, 1997","340.45","339.55","340.45","340.45","0.32%"
"Apr 30, 1997","339.35","339.95","339.35","339.35","-0.18%"
"Apr 29, 1997","339.95","339.75","339.95","339.95","0.09%"
"Apr 28, 1997","339.65","342.05","339.65","339.65","-0.73%"
"Apr 25, 1997","342.15","340.55","342.15","342.15","0.41%"
"Apr 24, 1997","340.75","341.35","340.75","340.75","-0.18%"
"Apr 23, 1997","341.35","341.35","341.35","341.35","0.01%"
"Apr 22, 1997","341.30","342.70","341.30","341.30","-0.47%"
"Apr 21, 1997","342.90","341.45","342.90","342.90","0.42%"
"Apr 18, 1997","341.45","342.45","341.45","341.45","-0.32%"
"Apr 17, 1997","342.55","341.45","342.55","342.55","0.29%"
"Apr 16, 1997","341.55","341.90","341.55","341.55","-0.15%"
"Apr 15, 1997","342.05","346.30","342.05","342.05","-1.21%"
"Apr 14, 1997","346.25","346.75","346.25","346.25","-0.20%"
"Apr 11, 1997","346.95","348.65","346.95","346.95","-0.49%"
"Apr 10, 1997","348.65","347.85","348.65","348.65","0.17%"
"Apr 09, 1997","348.05","348.35","348.05","348.05","-0.14%"
"Apr 08, 1997","348.55","348.15","348.55","348.55","0.14%"
"Apr 07, 1997","348.05","348.75","348.05","348.05","-0.20%"
"Apr 04, 1997","348.75","348.85","348.75","348.75","-0.03%"
"Apr 03, 1997","348.85","349.25","348.85","348.85","-0.06%"
"Apr 02, 1997","349.05","352.00","349.05","349.05","-0.82%"
"Apr 01, 1997","351.95","351.15","351.95","351.95","0.23%"
"Mar 31, 1997","351.15","349.75","351.15","351.15","0.40%"
"Mar 28, 1997","349.75","349.50","349.75","349.75","0.09%"
"Mar 27, 1997","349.45","350.35","349.45","349.45","-0.26%"
"Mar 26, 1997","350.35","347.70","350.35","350.35","0.72%"
"Mar 25, 1997","347.85","349.85","347.85","347.85","-0.61%"
"Mar 24, 1997","350.00","352.75","350.00","350.00","-0.81%"
"Mar 21, 1997","352.85","351.50","352.85","352.85","0.38%"
"Mar 20, 1997","351.50","352.05","351.50","351.50","-0.14%"
"Mar 19, 1997","352.00","349.80","352.00","352.00","0.73%"
"Mar 18, 1997","349.45","347.50","349.45","349.45","0.49%"
"Mar 17, 1997","347.75","352.25","347.75","347.75","-1.28%"
"Mar 14, 1997","352.25","354.10","352.25","352.25","-0.37%"
"Mar 13, 1997","353.55","352.20","353.55","353.55","0.41%"
"Mar 12, 1997","352.10","353.55","352.10","352.10","-0.41%"
"Mar 11, 1997","353.55","351.50","353.55","353.55","0.48%"
"Mar 10, 1997","351.85","348.85","351.85","351.85","0.89%"
"Mar 07, 1997","348.75","352.25","348.75","348.75","-0.97%"
"Mar 06, 1997","352.15","352.95","352.15","352.15","-0.23%"
"Mar 05, 1997","352.95","359.05","352.95","352.95","-1.67%"
"Mar 04, 1997","358.95","361.85","358.95","358.95","-0.82%"
"Mar 03, 1997","361.90","363.70","361.90","361.90","-0.37%"
"Feb 28, 1997","363.25","359.25","363.25","363.25","1.14%"
"Feb 27, 1997","359.15","354.15","359.15","359.15","1.38%"
"Feb 26, 1997","354.25","354.25","354.25","354.25","0.00%"
"Feb 25, 1997","354.25","353.45","354.25","354.25","0.28%"
"Feb 24, 1997","353.25","351.80","353.25","353.25","0.28%"
"Feb 21, 1997","352.25","350.75","352.25","352.25","0.50%"
"Feb 20, 1997","350.50","345.05","350.50","350.50","1.52%"
"Feb 19, 1997","345.25","345.65","345.25","345.25","-0.17%"
"Feb 18, 1997","345.85","343.95","345.85","345.85","0.46%"
"Feb 17, 1997","344.25","345.10","344.25","344.25","-0.15%"
"Feb 14, 1997","344.75","341.25","344.75","344.75","1.10%"
"Feb 13, 1997","341.00","342.55","341.00","341.00","-0.55%"
"Feb 12, 1997","342.90","339.65","342.90","342.90","0.90%"
"Feb 11, 1997","339.85","341.50","339.85","339.85","-0.45%"
"Feb 10, 1997","341.40","342.40","341.40","341.40","-0.10%"
"Feb 07, 1997","341.75","342.65","341.75","341.75","-0.38%"
"Feb 06, 1997","343.05","344.25","343.05","343.05","-0.38%"
"Feb 05, 1997","344.35","344.35","344.35","344.35","0.00%"
"Feb 04, 1997","344.35","346.65","344.35","344.35","-0.66%"
"Feb 03, 1997","346.65","344.65","346.65","346.65","0.67%"
"Jan 31, 1997","344.35","345.55","344.35","344.35","-0.38%"
"Jan 30, 1997","345.65","351.10","345.65","345.65","-1.59%"
"Jan 29, 1997","351.25","353.25","351.25","351.25","-0.57%"
"Jan 28, 1997","353.25","356.25","353.25","353.25","-0.84%"
"Jan 27, 1997","356.25","352.75","356.25","356.25","1.11%"
"Jan 24, 1997","352.35","352.05","352.35","352.35","0.11%"
"Jan 23, 1997","351.95","350.85","351.95","351.95","0.34%"
"Jan 22, 1997","350.75","352.95","350.75","350.75","-0.62%"
"Jan 21, 1997","352.95","353.35","352.95","352.95","-0.17%"
"Jan 20, 1997","353.55","355.45","353.55","353.55","-0.56%"
"Jan 17, 1997","355.55","354.55","355.55","355.55","0.28%"
"Jan 16, 1997","354.55","352.50","354.55","354.55","0.58%"
"Jan 15, 1997","352.50","354.05","352.50","352.50","-0.42%"
"Jan 14, 1997","354.00","358.65","354.00","354.00","-1.26%"
"Jan 13, 1997","358.50","358.85","358.50","358.50","-0.15%"
"Jan 10, 1997","359.05","357.65","359.05","359.05","0.36%"
"Jan 09, 1997","357.75","355.80","357.75","357.75","0.52%"
"Jan 08, 1997","355.90","358.85","355.90","355.90","-0.82%"
"Jan 07, 1997","358.85","358.05","358.85","358.85","0.28%"
"Jan 06, 1997","357.85","361.75","357.85","357.85","-0.89%"
"Jan 03, 1997","361.05","365.55","361.05","361.05","-1.19%"
"Jan 02, 1997","365.40","367.90","365.40","365.40","-0.72%"
"Dec 31, 1996","368.05","369.45","368.05","368.05","-0.38%"
"Dec 30, 1996","369.45","369.45","369.45","369.45","0.00%"
"Dec 27, 1996","369.45","369.25","369.45","369.45","0.05%"
"Dec 26, 1996","369.25","368.70","369.25","369.25","0.09%"
"Dec 25, 1996","368.90","368.90","368.90","368.90","0.01%"
"Dec 24, 1996","368.85","369.00","368.85","368.85","0.00%"
"Dec 23, 1996","368.85","368.75","368.85","368.85","0.03%"
"Dec 20, 1996","368.75","368.90","368.75","368.75","-0.08%"
"Dec 19, 1996","369.05","369.05","369.05","369.05","-0.08%"
"Dec 18, 1996","369.35","368.70","369.35","369.35","0.22%"
"Dec 17, 1996","368.55","368.25","368.55","368.55","0.12%"
"Dec 16, 1996","368.10","368.75","368.10","368.10","-0.16%"
"Dec 13, 1996","368.70","369.60","368.70","368.70","-0.12%"
"Dec 12, 1996","369.15","368.95","369.15","369.15","0.03%"
"Dec 11, 1996","369.05","368.75","369.05","369.05","0.12%"
"Dec 10, 1996","368.60","368.20","368.60","368.60","0.14%"
"Dec 09, 1996","368.10","369.20","368.10","368.10","-0.23%"
"Dec 06, 1996","368.95","370.95","368.95","368.95","-0.53%"
"Dec 05, 1996","370.90","370.95","370.90","370.90","-0.01%"
"Dec 04, 1996","370.95","369.05","370.95","370.95","0.62%"
"Dec 03, 1996","368.65","368.25","368.65","368.65","0.05%"
"Dec 02, 1996","368.45","371.25","368.45","368.45","-0.79%"
"Nov 29, 1996","371.40","372.45","371.40","371.40","-0.30%"
"Nov 28, 1996","372.50","373.40","372.50","372.50","-0.25%"
"Nov 27, 1996","373.45","375.25","373.45","373.45","-0.43%"
"Nov 26, 1996","375.05","374.55","375.05","375.05","0.15%"
"Nov 25, 1996","374.50","376.45","374.50","374.50","-0.49%"
"Nov 22, 1996","376.35","376.85","376.35","376.35","-0.09%"
"Nov 21, 1996","376.70","378.00","376.70","376.70","-0.44%"
"Nov 20, 1996","378.35","378.15","378.35","378.35","0.05%"
"Nov 19, 1996","378.15","379.15","378.15","378.15","-0.24%"
"Nov 18, 1996","379.05","380.35","379.05","379.05","-0.33%"
"Nov 15, 1996","380.30","381.30","380.30","380.30","-0.29%"
"Nov 14, 1996","381.40","383.05","381.40","381.40","-0.46%"
"Nov 13, 1996","383.15","382.70","383.15","383.15","0.09%"
"Nov 12, 1996","382.80","381.65","382.80","382.80","0.34%"
"Nov 11, 1996","381.50","379.55","381.50","381.50","0.54%"
"Nov 08, 1996","379.45","379.05","379.45","379.45","0.09%"
"Nov 07, 1996","379.10","377.95","379.10","379.10","0.30%"
"Nov 06, 1996","377.95","378.75","377.95","377.95","-0.21%"
"Nov 05, 1996","378.75","378.75","378.75","378.75","0.01%"
"Nov 04, 1996","378.70","378.05","378.70","378.70","0.12%"
"Nov 01, 1996","378.25","377.95","378.25","378.25","0.08%"
"Oct 31, 1996","377.95","380.25","377.95","377.95","-0.67%"
"Oct 30, 1996","380.50","380.45","380.50","380.50","-0.03%"
"Oct 29, 1996","380.60","382.85","380.60","380.60","-0.69%"
"Oct 28, 1996","383.25","382.75","383.25","383.25","0.10%"
"Oct 25, 1996","382.85","383.15","382.85","382.85","-0.08%"
"Oct 24, 1996","383.15","383.80","383.15","383.15","-0.18%"
"Oct 23, 1996","383.85","383.85","383.85","383.85","-0.04%"
"Oct 22, 1996","384.00","381.70","384.00","384.00","0.55%"
"Oct 21, 1996","381.90","380.25","381.90","381.90","0.41%"
"Oct 18, 1996","380.35","380.50","380.35","380.35","-0.07%"
"Oct 17, 1996","380.60","381.00","380.60","380.60","-0.14%"
"Oct 16, 1996","381.15","381.30","381.15","381.15","-0.03%"
"Oct 15, 1996","381.25","381.75","381.25","381.25","-0.13%"
"Oct 14, 1996","381.75","381.25","381.75","381.75","0.13%"
"Oct 11, 1996","381.25","382.25","381.25","381.25","-0.21%"
"Oct 10, 1996","382.05","381.45","382.05","382.05","0.18%"
"Oct 09, 1996","381.35","381.15","381.35","381.35","-0.01%"
"Oct 08, 1996","381.40","380.65","381.40","381.40","0.20%"
"Oct 07, 1996","380.65","380.35","380.65","380.65","0.04%"
"Oct 04, 1996","380.50","380.50","380.50","380.50","0.09%"
"Oct 03, 1996","380.15","379.90","380.15","380.15","0.09%"
"Oct 02, 1996","379.80","378.50","379.80","379.80","0.28%"
"Oct 01, 1996","378.75","378.45","378.75","378.75","0.05%"
"Sep 30, 1996","378.55","380.40","378.55","378.55","-0.53%"
"Sep 27, 1996","380.55","381.25","380.55","380.55","-0.21%"
"Sep 26, 1996","381.35","382.55","381.35","381.35","-0.33%"
"Sep 25, 1996","382.60","383.00","382.60","382.60","-0.07%"
"Sep 24, 1996","382.85","381.75","382.85","382.85","0.34%"
"Sep 23, 1996","381.55","380.95","381.55","381.55","0.08%"
"Sep 20, 1996","381.25","383.00","381.25","381.25","-0.39%"
"Sep 19, 1996","382.75","383.35","382.75","382.75","-0.16%"
"Sep 18, 1996","383.35","383.00","383.35","383.35","0.10%"
"Sep 17, 1996","382.95","383.35","382.95","382.95","-0.10%"
"Sep 16, 1996","383.35","382.55","383.35","383.35","0.20%"
"Sep 13, 1996","382.60","382.65","382.60","382.60","-0.01%"
"Sep 12, 1996","382.65","382.75","382.65","382.65","-0.05%"
"Sep 11, 1996","382.85","383.35","382.85","382.85","-0.09%"
"Sep 10, 1996","383.20","383.50","383.20","383.20","-0.10%"
"Sep 09, 1996","383.60","385.10","383.60","383.60","-0.43%"
"Sep 06, 1996","385.25","385.75","385.25","385.25","-0.13%"
"Sep 05, 1996","385.75","385.85","385.75","385.75","0.00%"
"Sep 04, 1996","385.75","386.35","385.75","385.75","-0.19%"
"Sep 03, 1996","386.50","386.75","386.50","386.50","-0.10%"
"Sep 02, 1996","386.90","386.60","386.90","386.90","0.04%"
"Aug 30, 1996","386.75","387.75","386.75","386.75","-0.27%"
"Aug 29, 1996","387.80","388.20","387.80","387.80","-0.09%"
"Aug 28, 1996","388.15","389.00","388.15","388.15","-0.21%"
"Aug 27, 1996","388.95","389.45","388.95","388.95","-0.13%"
"Aug 26, 1996","389.45","388.55","389.45","389.45","0.26%"
"Aug 23, 1996","388.45","387.65","388.45","388.45","0.25%"
"Aug 22, 1996","387.50","386.80","387.50","387.50","0.17%"
"Aug 21, 1996","386.85","387.70","386.85","386.85","-0.22%"
"Aug 20, 1996","387.70","387.25","387.70","387.70","0.13%"
"Aug 19, 1996","387.20","386.35","387.20","387.20","0.19%"
"Aug 16, 1996","386.45","386.65","386.45","386.45","-0.04%"
"Aug 15, 1996","386.60","386.55","386.60","386.60","-0.01%"
"Aug 14, 1996","386.65","387.85","386.65","386.65","-0.31%"
"Aug 13, 1996","387.85","387.60","387.85","387.85","0.05%"
"Aug 12, 1996","387.65","387.85","387.65","387.65","0.00%"
"Aug 09, 1996","387.65","388.45","387.65","387.65","-0.23%"
"Aug 08, 1996","388.55","388.15","388.55","388.55","0.10%"
"Aug 07, 1996","388.15","388.60","388.15","388.15","-0.10%"
"Aug 06, 1996","388.55","389.10","388.55","388.55","-0.12%"
"Aug 05, 1996","389.00","387.10","389.00","389.00","0.43%"
"Aug 02, 1996","387.35","386.35","387.35","387.35","0.27%"
"Aug 01, 1996","386.30","386.45","386.30","386.30","-0.19%"
"Jul 31, 1996","387.05","384.55","387.05","387.05","0.64%"
"Jul 30, 1996","384.60","384.50","384.60","384.60","0.00%"
"Jul 29, 1996","384.60","385.40","384.60","384.60","-0.17%"
"Jul 26, 1996","385.25","385.20","385.25","385.25","0.01%"
"Jul 25, 1996","385.20","385.20","385.20","385.20","-0.06%"
"Jul 24, 1996","385.45","384.65","385.45","385.45","0.22%"
"Jul 23, 1996","384.60","384.80","384.60","384.60","-0.06%"
"Jul 22, 1996","384.85","384.60","384.85","384.85","0.09%"
"Jul 19, 1996","384.50","383.85","384.50","384.50","0.17%"
"Jul 18, 1996","383.85","383.55","383.85","383.85","0.08%"
"Jul 17, 1996","383.55","383.50","383.55","383.55","0.01%"
"Jul 16, 1996","383.50","383.45","383.50","383.50","-0.27%"
"Jul 15, 1996","384.55","383.50","384.55","384.55","0.29%"
"Jul 12, 1996","383.45","383.50","383.45","383.45","-0.09%"
"Jul 11, 1996","383.80","382.60","383.80","383.80","0.31%"
"Jul 10, 1996","382.60","382.75","382.60","382.60","0.00%"
"Jul 09, 1996","382.60","381.20","382.60","382.60","0.34%"
"Jul 08, 1996","381.30","382.00","381.30","381.30","-0.12%"
"Jul 05, 1996","381.75","381.00","381.75","381.75","0.16%"
"Jul 04, 1996","381.15","381.80","381.15","381.15","-0.14%"
"Jul 03, 1996","381.70","382.05","381.70","381.70","-0.14%"
"Jul 02, 1996","382.25","381.65","382.25","382.25","0.21%"
"Jul 01, 1996","381.45","380.25","381.45","381.45","0.26%"
"Jun 28, 1996","380.45","382.25","380.45","380.45","-0.44%"
"Jun 27, 1996","382.15","383.30","382.15","382.15","-0.29%"
"Jun 26, 1996","383.25","384.25","383.25","383.25","-0.23%"
"Jun 25, 1996","384.15","385.10","384.15","384.15","-0.23%"
